institution_name,country
"CaliforniaSantaCruz,SantaCruz,California,UnitedStatesofAmerica,8BrambellLaboratories,BangorUniversity,Bangor,Gwynedd,UnitedKingdom",
"CaliforniaStateUniversity,LongBeach,1250BellflowerBoulevard,LongBeach,CA90840,USA",USA
"CaliforniaStateUniversity,LongBeach,CA90840,USA",USA
"CaliforniaStateUniversity,Monterey sampling protocols and limited computational skills and communication between fields",
"CaliforniaStateUniversity,UnitedStates",
"CaliforniaStateUniversity,UnitedStates Mohammed Y. Al Jaidah1, Simon J. Pierce4,5,",
Cambridge University Press on behalf of the antibiotics.Asubsetofsubjectswillhaveon-goingwoundpainafteronemonth.Theneed,
"Cambridge,Cambridge,UnitedKingdom,7SchoolofNaturalSciences,BangorUniversity,Bangor,UnitedKingdom,",
"Cambridge,MA,UnitedStates,8GuyHarveyResearchInstitute,NovaSoutheasternUniversity,DaniaBeach,FL,",
"Cambridge,MA02139;bBiologyDepartment,WoodsHoleOceanographicInstitution,WoodsHole,MA02543;cAir–SeaInteractionandRemoteSensing",
CambridgeUniversityPress The first fish tapeworm – larvae of trypanorhynchs (now Tetrarhynchus argentinae; see,Argentina
"CambridgeUniversityPress the American continent are scattered, geographically limited to a local scale and mixed with",
"CambridgeUniversityPress – namely, Hypanocotyle Chero, Cruces, Sáez, Camargo, Santos & Luque, 2018;",
CambridgeUniversityPressonbehalfof,
"CambridgeUniversityPressonbehalfof (Guerrero and Arana, 2009; Céspedes et al., 2016).",
"CambridgeUniversityPressonbehalfof Over the previous millennia, humans have dramatically transformed ecosystems and pushed",
CambridgeUniversityPressonbehalfof in deep waters along the edge of the continental shelf of Morocco and Western Sahara,
"CambridgeUniversityPressonbehalfof ontogenetic shifts in habitat, such as the shift from nursery areas to adult grounds (Castro,",
"CambridgeUniversityPressonbehalfof skate (Dipturus batis)) (Fowler and Laffoley, 1993; Pinnion et al., 2007; Lewis et al., 2008).",
"Campus, University of Edinburgh, Edinburgh EH9 3FE, Scottish Oceans Institute, School of Biology, University",
"Campus,Penryn,Cornwall,UnitedKingdom,3EnvironmentalandSustainabilityInstitute,UniversityofExeter,TremoughCampus,Penryn,Cornwall,UnitedKingdom,",
"Canada (Hussey); the Save our Seas Shark Center and Guy Harvey Research Institute, Nova Southeastern University,",Canada
"Canada, §Department of Biology, University of Ottawa, Ottawa, Ontario, K1N 6N5 Canada,",Canada
"Canada, ‡Department of Microbiology, University of Manitoba, Winnipeg, MB, R3T 2N2",Canada
"Canada,V5A1S6;2LandscapeandConservationScienceResearchGroup,DepartmentofGeography,SimonFraser",Canada
"Canada; DepartmentofBiologicalSciences,UniversityofTorontoScarborough,Toronto,ONM1C1A4,Canada",Canada
"CanadaR3T2N2.2DepartmentofHumanNutritionalSciences,Universityof",Canada
"Canterbury,Christchurch,NewZealand.8GattyMarineLaboratory,SchoolofBiology,UniversityofStAndrews,FifeKY168LB,UK.9SchoolofZoology,UniversityofTasmania,Private",UK
"CapeBretonUniversity,Canada",Canada
"Capital Territory, The Australian National University, 46 Sullivans Creek 6009, Australia",Australia
"Cardiff, UK; 3RSMAS/MBF University of Miami, Florida, USA",USA
"Carleton University, Ottawa, ON K1S 5B6, Canada",Canada
"CarletonUniversity,Ottawa,ON,K1S5B6,Canada.",Canada
"CarletonUniversity,Ottawa,ONK1S5B6,Canada",Canada
"CarletonUniversity,Ottawa,ONK1S5B6,Canada in expanding commercial fisheries in the north (Chris-",Canada
"CarmenCabanilla-Carpio,NationalInstituteof multi-model. According to the von Bertalanffy growth model, the results indicated that",
"Carolina 27709 (D.S.M.); Department of Environmental Medicine, University",
"Carolina Department of Natural Resources, 217 Fort Johnson Road, Charleston, SC, 29412 USA",USA
"Casablanca,Morocco,11EnvironmentalEngineeringDepartment,UniversityofCalabria,Cosenza,Italy,",Italy
"CassidyDPeterson,VirginiaInstituteof",
"Catalina Pimiento, Paleontological Institute and Museum, University of Zurich, Zurich",
"CatalinaPimiento.PaleontologicalInstituteandMuseum,UniversityofZurich,CH-8006Zurich,Switzerland;",Switzerland
"Catarina Maia, Portuguese Institute for the",
"CathJones,SchoolofBiologicalSciences,",
"CavanillesInstituteofBiodiversityandEvolutionaryBiology, gan Discharges (EODs) for defense, predation, or both",
"CañadasA,PierantonioN,Arau´joH, 1MarineGeospatialEcologyLab,NicholasSchoolfortheEnvironment,DukeUniversity,Durham,",UK
"Cecilia University (UNISANTA), Rua Oswaldo Cruz, 266, Boqueirão, CEP 11045-907,",
"Center for Bioinformatics & Computational Biology, University of Delaware, Newark, DE, United States, 3 Ripley’s Aquarium of",United States
"Center for Excellence in Life and Paleoenvironment, Beijing, China. 5College of Earth and Planetary Sciences, University of Chinese Academy of Sciences, Beijing, China. 6National Synchrotron",China
"Center for Fisheries research and Development, gulf Coast",
"Center for Human Genetics, Genomics Core, KU Leuven,",
"Center for Marine Biotechnology and Biomedicine,",
"Center for Marine and Environmental Science, University of the as their removal from coral reefs has been linked to reef",
Center for Ocean Solutions; Stanford,
"Center for Scientific Computation in Imaging, University of California, S an Diego, Calif. , USA",USA
"Center for Shark Research,",
"Center for Shark Research, Mote Marine Laboratory",
"Center for Shark Research, Mote Marine Laboratory, 1600 Ken Thompson Pkwy., Sarasota, FL 34236, United States",United States
"Center for Species Survival, Smithsonian",
"Center for Watershed Sciences, University of California Park, Colchester CO4 3SQ, UK",UK
"Center of Excellence for the Oceans, National Taiwan Ocean University, Keelung 20224, Taiwan",Taiwan
"Center(IMAM,AquaRio),RiodeJaneiro,Brazil concerning elasmobranchs whose fins and heads have been removed, leading to",Brazil
"Center(NEFSC).Parmilessitesdisponibles,lesaiguillatsnouveau-nés,immaturesetmatureschoisissaienttousdesemplace-",
Center(SOSF-DRC)andFloridaInternational,
"Center, 2010). Worldwide, more than one billion people rely on",
"Center, 3500 Delwood Beach Road, Panama City,",Panama
"Center, 8272 Moss Landing Road, Moss Landing, CA 95039,",
"Center, 888 Ishikawa, Motobu-cho, Okinawa 905-0206, Japan. 3Kesen-numa Shark Museum, 7-13, Uoichiba-mae,",Japan
"Center, Av. Alsacio Northía, Isla San Cristóbal, Galápagos, activity in Ecuador (Martínez-Ortíz et al. 2015). The artisa-",Ecuador
"Center, Iziko e South African Museum, PO Box 91, Cape Town 8000, South Africa.",South Africa
"Center, James J. Howard Marine Sciences Laboratory, importance of this sensory system (e.g., Hart et al. 2004;",
"Center, Michigan Technological University, Houghton, to predicting how individuals and populations may respond",
"Center, Moss Landing Marine Laboratories, 8272 Moss Landing Road, Moss Landing, CA",
"Center, National Marine Fisheries Service, NOAA, 3500 Delwood Beach Road, Panama City, FL 32408,",Panama
"Center, National Marine Fisheries Service, National",
"Center, National Marine Fisheries Service, National Oceanic",
"Center, National Oceanic and Atmospheric Worldwide, many shark populations are classified as data poor, making it difficult to",
"Center, National Oceanic and Atmospheric need to assess their status. We compared reference points and stock status esti-",
"Center, National Taiwan Ocean University, terior mean of fishing mortality for bigeye thresher shark suggest fishing pressure",Taiwan
"Center, Smithsonian Conservation Biology Institute, Washington, DC, USA. 3Marine Spatial Ecology Division, National Centers for Coastal Ocean Science,",USA
"Center, State University of New York, Stony Brook, New York sharks caught were killed (WPFMC 1998; Camhi",
"Center, Texas A&M University, Texas, United States",United States
"Center,AcademiaSinica,TAIWAN coast,withtheMusandamregionofOmanasecondaryareaofinterest.AtAlShaheen,",USA
"Center,ETHZürich,Zürich,Switzerland,5ResearchandConservationDepartment,Georgia",Switzerland
"Center,FloridaInternational",
"Center,LaJolla,California",
"Center,NationalMarineFisheriesService,",
"Center,NationalMarineFisheriesService,National Q Temperaturecoefficient = (enzyme",
"Center,NationalMarineFisheriesService,National Taiwan",Taiwan
"Center,NationalMarineFisheriesService,National blue (Prionace glauca) and thresher sharks (Alopias",
"Center,NationalMarineFisheriesService,NationalOceanicandAtmosphericAdministration,",
"Center,OceanAssociatesInc.,8604LaJollaShoresDrive,",
"Center,Qingdao,Shandong266237,China.3BGIResearch,Qingdao266555,China.4QingdaoKeyLaboratoryofMarineGenomics,BGIResearch,Qingdao",China
"Center-PanamaCityLaboratory,3500DelwoodBeach",Panama
"CenterDriveNorth,KogerBuilding,Suite201,St",
"Centerand,GuyHarveyResearchInstitute,DaniaBeach, VIC,Australia",Australia
"CenterforCoastalStudies,5HolwayAvenue,MA02657,USA,3CandidaCottage,HigherSheffield,Paul,Penzance,Cornwall,",USA
"CenterforCoastalStudies,Provincetown,MA02657,USA",USA
"CenterforEcologicalandEvolutionaryStudies,Biological",
"CenterforEcosystemBasedFisheryManagement,",
"CenterforEcosystemScience&Policy,UniversityofMiami,Miami,UnitedStatesofAmerica,5 Universidad",
"CenterforEcosystemScienceandPolicy, sharks. Policies are broadly divided into target-based policies that aim for sustain-",
"CenterforFisheriesResearchandDevelopment,Gulf",
"CenterforMarineBiodiversityandConservation,",
"CenterforMarineBiotechnologyandBiomedicine, formation,maintenance,anddissolutioniscomplexand",
"CenterforMarineBiotechnologyandBiomedicine,MarineBiologyResearchDivision,ScrippsInstitutionofOceanography,UniversityofCaliforniaSanDiego,LaJolla,",
"CenterforMarineBiotechnologyandBiomedicine,Scripps",
"CenterforMarineBiotechnologyandBiomedicineandMarine perature,depth,andotherphysicalfactors.However,in",
"CenterforMarineConservation,NicholasSchooloftheEnvironmentandEarthSciences,DukeUniversity,Beaufort,NC,USA",USA
"CenterforMarineandEnvironmentalScience,Universityofthe",
"CenterforScientificResearch fishing, consumption, and ecotourism. Currently, their populations are threatened",
CenterforScientificResearch that the hammerhead sharks in the Galapagos Marine Reserve respond to climatic,
CenterforScientificResearchandHigher,
"CenterforSharkResearch,MoteMarineLaboratory,",
"CenterforSharkResearch,MoteMarineLaboratory,1600KenThompsonParkway,Sarasota,",
"CenterforSharkResearch,MoteMarineLaboratory,1600KenThompsonParkway,Sarasota,FL34236,USA",USA
"CenterforSharkResearch,MoteMarineLaboratory,Sarasota,FL34236,USA",USA
CenterofAppliedEcologyandSustainability(CAPES-UC),
"Central Agricultural Research Institute, I.C.A.R., Port Blair-744101, Andamans.",
"Central Institute of Fisheries Education,",
"Central Marine Fisheries Research Institute Centre, Madras-600105.",
"Central Marine Fisheries Research Institute Centre, Vizhinjain.",
"Central Marine Fisheries Research Institute, Cochin-6i2 031",
"Central Marine Fisheries Research Institute, Cochin.",
"Central Marine Fisheries Research Institute; Regional Centre, Mandapam Camp",
"Central Marine Fisheries Research Institute; Sub-station, Calicut-5",
"Central Queensland University, Rockhampton, QLD, L. A. Chisholm",
"Central Veterinary Laboratories, South Australian Department of Agriculture, Adelaide, S.A. 5000,",Australia
"Central Veterinary Laboratories, South Australian Department of Agriculture, c/- Institute of Medical",Australia
"Central Veterinary Laboratories, South Australian Department of Agriculture, c/o Institute of Medical and",Australia
"Central Veterinary Laboratory, South Australian Department of Agriculture, c/o Institute of Medical and",Australia
"CentralFisheriesResearchInstitute,",
"CentralInstituteofFisheriesEducation Atoll,Maldives",
"CentralLaboratoryofGeneralEcology,BulgarianAcademyofSciences,2GagarinStreet,1113Sofia,Bulgaria",Bulgaria
"CentralQueenslandUniversity,",
"CentralUniversity,Allahabad. taxometric description of the cestode, Wenyonia rhi-",
"Centre Southampton, Waterfront Campus, Southampton SO14 3ZH, UK. email: gmucientes@iim.csic.es;",UK
"Centre West, University College Dublin, Belfield, Dublin 4, Ireland (Farrell).",Ireland
"Centre de Recherche Halieutique Méditerranéenne et Tropicale (CRH), Av. Jean Mon-",
"Centre de recherche Halieutique Méditerranéenne et Tropicale,",
"Centre d’Ecologie Fonctionnelle et Evolutive, Campus du CNRS",
"Centre for Capture Fisheries, Agency for Marine and Fisheries Research, Department of",
"Centre for Coastal Research, University of Agder,",
"Centre for Conservation and Restoration Science, School",
"Centre for Ecology and Conservation, University of Exeter, subsequent fitness diversity (Gallagher et al. 2015;",
"Centre for Environment, Fisheries and Aquaculture Science (CEFAS), Lowestoft Laboratory,",
"Centre for Environment, Fisheries and Aquaculture Science, Lowestoft Laboratory",
"Centre for Marine Ecosystem Dynamics,",
"Centre for Marine Resource Studies, Turks and Caicos Islands, UK. Correspondence and requests for materials should",UK
"Centre for Marine Socioecology, University of Tasmania,",
Centre for Research into Ecological and Environmental,
Centre for Sustainable Tropical Fisheries,
Centre for Sustainable Tropical Fisheries and Aquaculture,
"Centre for Sustainable Tropical Fisheries and Aquaculture,",
Centre for Tropical Water and Aquatic Ecosystem Research,
"Centre forMarine Studies,University of Queensland,StLucia,Queensland 4072,",
"Centre of Excellence for Coral Reef Studies, the Company of Biologists (JEBTF170510), the British Ecological Society, Passions of Paradise and the Oceania",
"Centre of Excellence, Industry and Investment NSW, Cronulla, NSW 2230, Australia and",Australia
"Centre(SOSF-DRC),Geneva,Switzerland",Switzerland
"Centre, 4 Fairway, Perth 6009, WA, Australia (Pierce and Norman 2016; Raoult et al. 2022). Slow growth",Australia
"Centre, Coffs Harbour, NSW 2450, Australia",Australia
"Centre, Commonwealth Scientific and",
"Centre, P. O. Box 5030, Moncton, NB, E1C 9B6 Canada",Canada
"Centre, University College Cork, Ringaskiddy, Cork,",
"Centre, University of Southampton, Waterfront Campus, European Way, Southampton SO14",
"Centre,Bergen,Norway TheNorthSeaisoneofthebusiestandmostexploitedmarineareasonEarthandis",Norway
"Centre,Department ofPrimary IndustriesandFisheries,Deception Bay,",
"Centre,Fano,Italy",Italy
"Centre,LaboratórioMarítimodaGuia,",
"Centre,TheUniversityofMelbourne,250Princes",
"Centre,TheUniversityofMelbourne,250Princes presence of a chainette (Palm, 2004). It was conse-",
"Centre,UniversityofGroningen,POBox14,9750AA",
"Centre,UniversityofMelbourne,Werribee,Victoria",
"Centre,UniversityofToronto,Toronto,OntarioM5S3E1,Canada.10FishDevelopmentalBiologyLaboratory,InstituteofMolecularandCellBiology,A*STAR,Biopolis,Singapore138673.11Institutde",Canada
"Centre,WestBeach,SA5024,Australia exacerbated by the diet of many species varying",Australia
Centre-Big Numbers Project (BNP) (2008) estimated that between 93 fishery sector is estimated to support about 3% of Ghana’s GDP and 5%,
"CentreHospitalierdeMayotte,Mayotte,France(DrCuq);theIntensiveCareUnit,CentreHospitalierdeMayotte,Mayotte,France(Drs",France
"CentreOceanogràficdelesBalears(COB-IEO),CSIC,MolldePonents/n,07015Palma,IllesBalears,Spain",Spain
"CentredeRechercheHalieutique Me(cid:3)diterrane(cid:3)enne etTropicale, Se(cid:1)te Cedex, France",France
"CentredeRechercheHalieutiqueMe´diterrane´enneet Algarve,CampusdeGambelas,FCTEd.7.,",
"Centred’EtudeetdeRecherchedeDjibouti,Routede",
"Centrefor Environment, FisheriesandAquacultureScience(CEFAS),Lowestoft Laboratory,Pakefield Road, Lowestoft, Suffolk, NR33 0HT,UK",UK
"CentreforAdvancedStudies,UniversityofDelhi, tionofthebulkscreen‐washingmethodledtotherecoveryofarichmicrovertebratefaunarep-",
"CentreforAustralianWeatherandClimateResearch,MelbourneVictoria3001,Australia",Australia
"CentreforBiologicalSciences,UniversityofSouthampton,Building",
"CentreforEnvironment,Fisheries,andAquacultureScience(Cefas),LowestoftLaboratory,PakefieldRoad,Lowestoft,Suffolk,NR330HT,UK",UK
"CentreforEnvironment,FisheriesandAquacultureScience",
"CentreforEnvironment,FisheriesandAquacultureScience(CEFAS)Lowestoftlaboratory,Pake¢eldRoad,",
"CentreforFishandFisheriesResearch, and Stevens 1988). Although the ages at length 0 of",
"CentreforFishandFisheriesResearch,SchoolofBiologicalSciencesandBiotechnology,",
"CentreforIntegrativeEcology,SchoolofLifeand",
"CentreforMarineScienceandInnovation,UniversityofNewSouthWales,Sydney,NSW,Australia,4NSW",Australia
"CentreforMarineSocioecology,",
"CentreforMarineSocioecology,UniversityofTasmania,Hobart, torstoatleastsomespeciesofmanagementconcern.In",
"CentreforMarineStudies,TheUniversityofQueensland,",
"CentreforMicroscopyandMicroanalysis,",
"CentreforResearchinAnimalBehaviour,CollegeofLifeand",China
CentreforSustainableTropicalFisheriesand,
"CentreforSustainableTropicalFisheriesandAquaculture&CollegeofMarineandEnvironmentalSciences,JamesCook",
